구분자(PK),공구 대분류 코드,공구 대분류,공구 중분류 코드,공구 중분류,공구 이름,과금기준,수량,장소 PK,대여장소명,상세주소,위도,경도,전화번호,평일오픈시간,평일클로즈시간,생성일시,요금,cluster,공구 중분류 new
9436,2,전동공구,23,그라인더,그라인더,없음,1,13012,논현2동 주민센터,서울특별시 강남구 논현동 114-24,37.5173282,127.0372005,02-3423-7508,09:00,18:00,2018-11-22 10:31:51,무료,303,그라인더
9126,2,전동공구,23,그라인더,그라인더,없음,2,378,이촌제2동주민센터 우리동네 공구함,서울특별시 용산구 이촌동 206-2,37.52628,126.95466,02-2199-8600,09:00,18:00,2018-09-11 18:00:52,무료,303,그라인더
9119,2,전동공구,23,그라인더,그라인더,없음,1,375,용문동주민센터 우리동네 공구함,서울특별시 용산구 도원동 4-5,37.5389092,126.9575663,02-2199-8540,09:00,18:00,2018-09-11 17:57:19,무료,303,그라인더
9115,2,전동공구,23,그라인더,그라인더,없음,1,376,한강로동주민센터 우리동네 공구함,서울특별시 용산구 한강로2가 425,37.52814,126.96923,02-2199-8560,09:00,18:00,2018-09-11 17:56:12,무료,303,그라인더
9100,2,전동공구,23,그라인더,그라인더,없음,1,381,서빙고동주민센터 우리동네 공구함,서울특별시 용산구 서빙고동 134,37.52048,126.99464,02-2199-8680,09:00,18:00,2018-09-11 17:50:44,무료,303,그라인더
9095,2,전동공구,23,그라인더,그라인더,없음,1,380,한남동주민센터 우리동네 공구함,서울특별시 용산구 대사관로5길 1,37.53457,127.00051,02-2199-8660,09:00,18:00,2018-09-11 17:47:10,무료,303,그라인더
9093,2,전동공구,23,그라인더,그라인더,없음,1,373,원효로2동주민센터 우리동네 공구함,서울특별시 용산구 산천동 81-1,37.53435,126.95156,02-2199-8506,09:00,18:00,2018-09-11 17:46:08,무료,303,그라인더
9082,2,전동공구,23,그라인더,그라인더,없음,1,372,원효로1동주민센터 우리동네 공구함,서울특별시 용산구 백범로 350,37.53725,126.96763,02-2199-8480,09:00,18:00,2018-09-11 17:40:31,무료,303,그라인더
9081,2,전동공구,23,그라인더,그라인더,없음,2,377,이촌제1동주민센터 우리동네 공구함,서울특별시 용산구 이촌동 301-82,37.52133,126.97337,02-2199-8580,09:00,18:00,2018-09-11 17:40:26,무료,303,그라인더
9075,2,전동공구,23,그라인더,그라인더,없음,1,371,청파동주민센터 우리동네 공구함,서울특별시 용산구 청파동2가 91-1,37.5455,126.96986,02-2199-8460,09:00,18:00,2018-09-11 17:37:48,무료,303,그라인더
9071,2,전동공구,23,그라인더,그라인더,없음,1,370,남영동주민센터 우리동네 공구함,서울특별시 용산구 갈월동 51-19,37.54581,126.97481,02-2199-8454,09:00,18:00,2018-09-11 17:34:27,무료,303,그라인더
9067,2,전동공구,23,그라인더,그라인더,없음,2,369,용산2가동주민센터 우리동네 공구함,서울특별시 용산구 용산동2가 11,37.54608,126.98557,02-2199-8420,09:00,18:00,2018-09-11 17:21:30,무료,303,그라인더
9063,2,전동공구,23,그라인더,그라인더,없음,0,368,후암동주민센터 우리동네 공구함,서울특별시 용산구 후암동 244-109,37.5487,126.97815,02-2199-8400,09:00,18:00,2018-09-11 17:18:34,무료,303,그라인더
8502,2,전동공구,23,그라인더,그라인더,없음,2,82,구의3동 공구대여소,서울특별시 광진구 구의동 587-29,37.5380706,127.0920204,02-450-5383,09:00,18:00,2018-02-02 13:30:00,무료,303,그라인더
8608,2,전동공구,23,그라인더,그라인더,없음,1,88,화양동 공구대여소,서울 광진구 능동로17길 39,37.5464057,127.0691381,02-450-1845,09:00,18:00,2018-02-02 13:30:00,무료,303,그라인더
8526,2,전동공구,23,그라인더,그라인더,없음,1,84,자양1동 공구대여소,서울특별시 광진구 자양로13길 37,37.534508,127.082438,02-450-1282,09:00,18:00,2018-02-02 13:30:00,무료,303,그라인더
8387,2,전동공구,23,그라인더,그라인더,없음,1,76,중곡2동 공구대여소,서울 광진구 능동로 346,37.5601783,127.079284,02-450-1032,09:00,18:00,2018-02-02 13:30:00,무료,303,그라인더
7980,2,전동공구,23,그라인더,그라인더,없음,1,185,망원2동 공구대여소,서울시 마포구 방울내로7길 11,37.5602711,126.9001121,02-3153-6854,09:00,18:00,2018-01-25 11:00:00,무료,303,그라인더
3417,2,전동공구,23,그라인더,그라인더,없음,1,137,방학1동 우리동네 0.9.대여점,서울시 도봉구 방학로2길 27(방학동),37.6641887,127.0384572,02-2091-5604,09:00,18:00,2018-01-25 11:00:00,무료,303,그라인더
7428,2,전동공구,23,그라인더,그라인더,없음,1,163,상도1동주민센터 공구대여소,서울특별시 동작구 상도동 437,37.4981019,126.9530979,8202451,09:00,18:00,2018-01-25 11:00:00,무료,303,그라인더
6989,2,전동공구,23,그라인더,그라인더,없음,1,149,전농제2동 공구대여소,서울특별시 동대문구 사가정로 137,37.5781027,127.0600375,02-2171-6143,09:00,18:00,2018-01-25 11:00:00,무료,303,그라인더
3557,2,전동공구,23,그라인더,그라인더,없음,1,142,도봉2동 공구도서관 「공 구 합 니 다」,서울시 도봉구 마들로 668(도봉동),37.6696484,127.0443268,02-2091-5829,09:00,18:00,2018-01-25 11:00:00,무료,303,그라인더
6949,2,전동공구,23,그라인더,그라인더,없음,1,145,용신동 공구대여소,서울특별시 동대문구 용두동 792-5,37.5758185,127.0372169,02-2171-6009,09:00,18:00,2018-01-25 11:00:00,무료,303,그라인더
7957,2,전동공구,23,그라인더,그라인더,없음,1,176,우리동네 무료 공구 대여소,서울특별시 마포구 공덕동 105-113,37.5501344,126.9578303,02-3153-6555,09:00,18:00,2018-01-25 11:00:00,무료,303,그라인더
3534,2,전동공구,23,그라인더,그라인더,없음,1,141,도봉1동 공구도서관 '도일공구',서울시 도봉구 도봉로169나길 22(도봉동),37.6786204,127.0411802,02-2091-5807,09:00,18:00,2018-01-25 11:00:00,무료,303,그라인더
3428,2,전동공구,23,그라인더,그라인더,없음,0,138,방학2동 공구도서관,서울특별시 도봉구 방학동 621-2,37.6681842,127.0351005,02-2091-5946,09:00,18:00,2018-01-25 11:00:00,무료,303,그라인더
7689,2,전동공구,23,그라인더,그라인더,없음,1,170,신대방1동주민센터 공구대여소,서울특별시 동작구 신대방동 604-8,37.4889376,126.91006,02-820-2807,09:00,18:00,2018-01-25 11:00:00,무료,303,그라인더
7075,2,전동공구,23,그라인더,그라인더,없음,1,159,휘경제1동 공구대여소,서울특별시 동대문구 휘경동 373,37.5929611,127.0657742,02-2171-6429,09:00,18:00,2018-01-25 11:00:00,무료,303,그라인더
3354,2,전동공구,23,그라인더,그라인더,없음,1,135,쌍문4동 공구대여소 ,서울시 도봉구 시루봉로 62-7(쌍문동),37.6583168,127.0316081,02-2091-5586,09:00,18:00,2018-01-25 11:00:00,무료,303,그라인더
3526,2,전동공구,23,그라인더,그라인더,없음,1,140,창5동 함께 쓰는 뚝딱뚝딱 공구함 ,서울특별시 도봉구 창동 823,37.6562472,127.041383,02-2091-5782,09:00,18:00,2018-01-25 11:00:00,무료,303,그라인더
2207,2,전동공구,23,그라인더,그라인더,없음,1,467,물빛마을 공구도서관,서울특별시 은평구 은평터널로 27 1층,37.58416,126.89754,02-351-5426,09:00,18:00,2018-01-23 17:33:00,무료,303,그라인더
3050,2,전동공구,23,그라인더,그라인더,없음,1,383,사랑의 공구함,서울특별시 용산구 회나무로13길 32,37.54078,126.98977,02-793-5091,10:00,18:00,2018-01-23 17:33:00,무료,303,그라인더
6643,2,전동공구,23,그라인더,그라인더,없음,1,190,신촌동 생활공구대여소,서울특별시 서대문구 창천동 4-62,37.5578022,126.9395129,02-330-8051,09:00,18:00,2018-01-23 17:33:00,무료,303,그라인더
1923,2,전동공구,23,그라인더,그라인더,없음,2,453,녹번동 공구도서관,서울특별시 은평구 녹번동 87-1,37.60221,126.92982,02-351-5004,09:00,18:00,2018-01-23 17:33:00,무료,303,그라인더
2165,2,전동공구,23,그라인더,그라인더,없음,1,465,공구도서관,서울특별시 은평구 증산로 15길 47,37.59027,126.90805,02-351-5364,09:00,18:00,2018-01-23 17:33:00,무료,303,그라인더
1580,2,전동공구,23,그라인더,그라인더,없음,1,477,가회동 공구대여소,서울특별시 종로구 북촌로 35,37.58005,126.98479,02-2148-5213,09:00,18:00,2018-01-23 17:33:00,무료,303,그라인더
6543,2,전동공구,23,그라인더,그라인더,1일,1,250,옥수동 공구대여소,서울특별시 성동구 옥수동 428-5,37.54369,127.01347,02-2286-7409,09:00,18:00,2018-01-23 17:33:00,1000원,303,그라인더
1947,2,전동공구,23,그라인더,그라인더,없음,1,454,불광1동 공구대여소,서울특별시 은평구 불광동 613-1,37.61036,126.93208,02-351-5033 ,09:00,18:00,2018-01-23 17:33:00,무료,303,그라인더
6680,2,전동공구,23,그라인더,그라인더,없음,1,233,홍제태영으뜸아파트 공구도서관,서울특별시 서대문구 세검정로3길 63,37.59379,126.94681,02-395-6548,09:00,18:00,2018-01-23 17:33:00,무료,303,그라인더
6631,2,전동공구,23,그라인더,그라인더,없음,2,189,남가좌1동 우리동네 생활공구 대여소,모래내로15길37,37.573295,126.9197232,02-330-8872,09:00,18:00,2018-01-23 17:33:00,무료,303,그라인더
1470,2,전동공구,23,그라인더,그라인더,없음,1,473,부암동 공구대여소,서울특별시 종로구 창의문로 145,37.59242,126.96407,02-2148-5095,09:00,18:00,2018-01-23 17:33:00,무료,303,그라인더
1631,2,전동공구,23,그라인더,그라인더,없음,1,479,종로5.6가동 공구대여소,서울특별시 종로구 종로35가길 19,37.5720148,127.0050414,02-2148-5273,09:00,18:00,2018-01-23 17:33:00,무료,303,그라인더
2085,2,전동공구,23,그라인더,그라인더,없음,1,460,포수마을공구도서관,서울특별시 은평구 은평로 195,37.60221,126.92982,02-351-5214,09:00,18:00,2018-01-23 17:33:00,무료,303,그라인더
1657,2,전동공구,23,그라인더,그라인더,없음,1,480,이화동 공구대여소,서울특별시 종로구 이화장길 33,37.577008,127.004338,02-2148-5304,09:00,18:00,2018-01-23 17:33:00,무료,303,그라인더
6662,2,전동공구,23,그라인더,그라인더,없음,2,191,연희동주민센터 공구대여소,서울특별시 서대문구 연희로 189,37.5739083,126.9351754,02-330-8115,09:00,18:00,2018-01-23 17:33:00,무료,303,그라인더
9111,2,전동공구,23,그라인더,그라인더,없음,1,374,효창동주민센터 우리동네 공구함,서울특별시 용산구 효창동 255-5,37.54251,126.9618,02-2199-8520,09:00,18:00,2018-09-11 17:55:14,무료,303,그라인더
1810,2,전동공구,23,그라인더,그라인더 (ACT-100SN),없음,1,485,숭인제1동 공구대여소,서울특별시 종로구 지봉로 86,37.57783,127.01559,02-2148-5483,09:00,18:00,2018-01-23 17:33:00,무료,-1,그라인더
5238,2,전동공구,23,그라인더,그라인더 1개,없음,1,301,문정래미안,서울특별시 송파구 문정동 1,37.49107,127.13155,02-402-4023,09:00,18:00,2018-01-23 17:33:00,무료,304,그라인더
12719,2,전동공구,23,그라인더,그라인더 GWS6-100,없음,1,247,송정동 공구대여소,서울특별시 성동구 동일로43길 13,37.55453,127.06957,02-2286-7509,09:00,18:00,2021-10-12 15:11:44,무료,-1,그라인더
16110,2,전동공구,23,그라인더,그라인더 날,없음,1,137,방학1동 우리동네 0.9.대여점,서울시 도봉구 방학로2길 27(방학동),37.6641887,127.0384572,02-2091-5604,09:00,18:00,2023-12-12 16:19:28,무료,303,그라인더
12794,2,전동공구,23,그라인더,그라인더 날(3m),없음,33,454,불광1동 공구대여소,서울특별시 은평구 불광동 613-1,37.61036,126.93208,02-351-5033 ,09:00,18:00,2021-10-21 17:40:08,무료,-1,그라인더
1545,2,전동공구,23,그라인더,그라인더 옵셋 (4인치),없음,1,475,무악동 공구대여소,서울특별시 종로구 통일로 14길 36,37.576,126.95815,02-2148-5153,09:00,18:00,2018-01-23 17:33:00,무료,-1,그라인더
15967,2,전동공구,23,그라인더,"그라인더(100mm, 125mm)",없음,2,466,증산동 공구도서관(은평구민만대여가능),서울특별시 은평구 증산동 187-19,37.5843567,126.9070442,02-351-5411,09:00,18:00,2023-08-07 18:14:54,무료,-1,그라인더
7950,2,전동공구,23,그라인더,그라인더(4″),없음,1,183,두꺼비 공구함,서울 마포구 월드컵로 5길 11,37.5551333,126.9123789,02-3153-6786,09:00,18:00,2018-01-25 11:00:00,무료,-1,그라인더
9618,2,전동공구,23,그라인더,그라인더(보쉬),없음,1,13015,신사동 주민센터,서울특별시 강남구 신사동 548-1,37.5239769,127.0227755,02-3423-7303,09:00,18:00,2018-11-23 13:51:39,무료,-1,그라인더
1525,2,전동공구,23,그라인더,그라인더(유선),없음,1,475,무악동 공구대여소,서울특별시 종로구 통일로 14길 36,37.576,126.95815,02-2148-5153,09:00,18:00,2018-01-23 17:33:00,무료,-1,그라인더
6046,2,전동공구,23,그라인더,그라인더3개,없음,3,254,아리랑정보도서관 내 공구도서관 운영,서울특별시 성북구 아리랑로 82,37.60011,127.01389,02-3291-4990,09:00,18:00,2018-01-23 17:33:00,무료,-1,그라인더
10636,2,전동공구,23,그라인더,그라인딩 휠*백마,없음,10,13035,항동 공구대여소,서울특별시 구로구 항동 243-1,37.4790477,126.8223129,02-2620-7595,09:00,18:00,2020-11-23 15:12:28,무료,-1,그라인더
15051,2,전동공구,23,그라인더,나리온 무선 충전 그라인더,1일,1,13235,안암동 주민센터,고려대로 16,37.5858532,127.0213937,02-2241-5206,09:00,18:00,2022-11-02 10:39:59,2000원,-1,그라인더
12537,2,전동공구,23,그라인더,디스크 그라인다4,없음,1,13169,하계1동주민센터 공구대여소,서울특별시 노원구 노원로 261,37.6405374,127.0725852,02-2116-2563,09:00,18:00,2021-10-01 14:03:49,무료,-1,그라인더
16615,2,전동공구,23,그라인더,디스크 그라인더,없음,1,13384,신정2동주민센터 공구대여소,목동동로 152,37.5191665,126.8705563,02-2620-4222,00:00,00:00,2024-05-22 15:18:24,무료,305,그라인더
16578,2,전동공구,23,그라인더,디스크 그라인더,없음,1,13378,목1동주민센터 공구대여소,목동서로 192,37.5303777,126.8712323,02-2620-3948,00:00,00:00,2024-05-20 11:40:08,무료,305,그라인더
16550,2,전동공구,23,그라인더,디스크 그라인더,없음,1,13381,신월1동주민센터 공구대여소,곰달래로1길 38,37.532808,126.831487,02-2620-4048,00:00,00:00,2024-05-17 16:04:27,무료,305,그라인더
16542,2,전동공구,23,그라인더,디스크 그라인더,없음,1,13383,신정1동주민센터 공구대여소,양천구 중앙로32길 1,37.5185289,126.8542636,02-2620-4193,00:00,00:00,2024-05-17 14:34:50,무료,305,그라인더
16520,2,전동공구,23,그라인더,디스크 그라인더,없음,1,13388,신월4동주민센터 공구대여소,서울특별시 양천구 신월동 425-2,37.5246218,126.8401341,02-2620-4126,00:00,00:00,2024-05-16 20:29:42,무료,305,그라인더
16508,2,전동공구,23,그라인더,디스크 그라인더,없음,1,13380,목5동주민센터 공구대여소,서울특별시 양천구 목동 908-32,37.5371201,126.8816206,02-2620-4032,09:00,18:00,2024-05-16 17:26:37,무료,305,그라인더
16494,2,전동공구,23,그라인더,디스크 그라인더,없음,1,13389,신월6동주민센터 공구대여소,서울특별시 양천구 신월동 1078-1,37.5179812,126.8451211,02-2620-4160,09:00,18:00,2024-05-16 16:36:47,무료,305,그라인더
16468,2,전동공구,23,그라인더,디스크 그라인더,없음,1,13382,신월2동주민센터 공구대여소,중앙로53길 47,37.5249763,126.8444512,02-2620-4073,00:00,00:00,2024-05-16 16:08:35,무료,305,그라인더
16443,2,전동공구,23,그라인더,디스크 그라인더,없음,1,13385,신정4동주민센터 공구대여소,서울특별시 양천구 신정동 949-5,37.5245455,126.8558042,02-2620-4269,00:00,00:00,2024-05-16 15:48:45,무료,305,그라인더
16406,2,전동공구,23,그라인더,디스크 그라인더,없음,1,13386,목3동주민센터 공구대여소,서울특별시 양천구 목동 642-1,37.5448009,126.8644431,02-2084-5293,00:00,00:00,2024-05-14 09:15:52,무료,305,그라인더
16392,2,전동공구,23,그라인더,디스크 그라인더,없음,1,13387,신월3동주민센터 공구대여소,남부순환로54길 5,37.5336234,126.8291541,02-2620-4093,00:00,00:00,2024-05-13 16:37:01,무료,305,그라인더
16378,2,전동공구,23,그라인더,디스크 그라인더,없음,1,13379,목2동주민센터 공구대여소,서울특별시 양천구 목동 530-6,37.5461131,126.8717128,02-2620-3964,09:00,18:00,2024-05-13 13:36:30,무료,305,그라인더
16163,2,전동공구,23,그라인더,디스크 그라인더,없음,1,119,공릉1동주민센터 공구대여소,서울특별시 노원구 공릉동 499-25,37.624874,127.073838,02-2116-2495,09:00,18:00,2024-02-13 09:26:31,무료,305,그라인더
15694,2,전동공구,23,그라인더,디스크 그라인더,없음,1,13338,우리 동네 생활지원센터(마을활력소),삼성로75길 24,37.5032271,127.0562528,02-561-3423,09:00,18:00,2023-06-19 13:47:40,무료,305,그라인더
10121,2,전동공구,23,그라인더,디스크 그라인더,없음,1,13024,대치2동 주민센터 공구대여소,서울특별시 강남구 영동대로65길 24,37.5023094,127.064183,02-3423-8430,09:00,18:00,2018-11-27 15:26:31,무료,305,그라인더
9965,2,전동공구,23,그라인더,디스크 그라인더,없음,1,13022,도곡1동 주민센터,서울특별시 강남구 도곡동 892-6,37.488238,127.0390246,02-3423-7453,09:00,18:00,2018-11-27 13:45:29,무료,305,그라인더
9781,2,전동공구,23,그라인더,디스크 그라인더,없음,1,13019,대치4동 주민센터,서울특별시 강남구 대치동 928-22,37.4997436,127.0579107,02-3423-8506,09:00,18:00,2018-11-26 09:58:21,무료,305,그라인더
9659,2,전동공구,23,그라인더,디스크 그라인더,없음,1,13016,역삼2동 주민센터 공구대여소,서울특별시 강남구 역삼동 761-26,37.4959857,127.0467983,02-3423-7353,09:00,18:00,2018-11-23 15:14:44,무료,305,그라인더
9176,2,전동공구,23,그라인더,디스크 그라인더,없음,1,13006,역삼1동 주민센터 공구대여소,서울특별시 강남구 역삼동 829-20,37.4954737,127.0333704,02-3423-8624,09:00,18:00,2018-11-19 16:25:44,무료,305,그라인더
16221,2,전동공구,23,그라인더,디스크그라인더,없음,0,166,흑석동주민센터 공구대여소,서울특별시 동작구 흑석한강로11,37.5058617,126.966612,02-820-2546,09:00,18:00,2024-03-13 14:49:27,무료,306,그라인더
10612,2,전동공구,23,그라인더,디스크그라인더,없음,1,13035,항동 공구대여소,서울특별시 구로구 항동 243-1,37.4790477,126.8223129,02-2620-7595,09:00,18:00,2020-11-23 15:03:39,무료,306,그라인더
10160,2,전동공구,23,그라인더,디스크그라인더,없음,1,13026,삼성2동 주민센터 공구대여소,서울특별시 강남구 삼성동 38-34,37.5112037,127.0459453,02-3423-8208,09:00,18:00,2018-11-27 15:44:55,무료,306,그라인더
9280,2,전동공구,23,그라인더,디스크그라인더,없음,1,13008,도곡2동 주민센터,서울특별시 강남구 도곡동 459,37.4837343,127.0464311,02-3423-7554,09:00,18:00,2018-11-20 16:23:59,무료,306,그라인더
8677,2,전동공구,23,그라인더,디스크그라인더,없음,1,91,구로1동 공구대여소,서울특별시 구로구 구일로4길 57 (구로제1동주민센터 1층),37.4930433,126.8757585,02-2620-7204,09:00,18:00,2018-02-02 13:30:00,무료,306,그라인더
6929,2,전동공구,23,그라인더,디스크그라인더,없음,1,235,홍제유원하나아파트 공구도서관,서울특별시 서대문구 세검정로 134,37.59469,126.95147,02-395-3825,09:00,18:00,2018-01-23 17:33:00,무료,306,그라인더
15393,2,전동공구,23,그라인더,미니그라인더,없음,1,83,광장동 공구대여소,서울특별시 광진구 광장동 248-24,37.546892,127.103025,02-450-1278,09:00,18:00,2023-04-25 14:17:09,무료,-1,그라인더
14299,2,전동공구,23,그라인더,미니그라인더,없음,1,77,중곡3동 우리동네 공구도서관,서울특별시 광진구 중곡동 28-3,37.5640462,127.0865889,02-450-1113,09:00,18:00,2022-06-24 11:54:51,무료,-1,그라인더
16947,2,전동공구,23,그라인더,미니그라인더,없음,2,155,장안제2동 공구대여소,서울특별시 동대문구 사가정로 230-1,37.578483,127.0706,02-2171-6345,09:00,18:00,2024-09-13 17:40:09,무료,-1,그라인더
12531,2,전동공구,23,그라인더,보쉬 그라인더(타일절단용),없음,1,129,"상계6,7동주민센터 공구대여소",서울시 노원구 노원로 429,37.6548497,127.0647473,02-2116-2862,09:00,18:00,2021-10-01 13:53:31,무료,-1,그라인더
15754,2,전동공구,23,그라인더,보쉬 무선그라인더,1일,1,13235,안암동 주민센터,고려대로 16,37.5858532,127.0213937,02-2241-5206,09:00,18:00,2023-06-22 09:22:08,2000원,-1,그라인더
16194,2,전동공구,23,그라인더,보쉬 전기그라인더,없음,1,342,우리동네 공구도서관(신길1동),서울특별시 영등포구 신길동 465-1,37.51116,126.92144,02-2670-1245,09:00,18:00,2024-02-21 10:31:35,무료,-1,그라인더
15025,2,전동공구,23,그라인더,보쉬 전동 그라인더,없음,1,343,우리동네 공구도서관(신길5동),서울특별시 영등포구 신길동 422,37.50164,126.90522,02-2670-1304,09:00,18:00,2022-11-01 12:41:27,무료,-1,그라인더
17039,2,전동공구,23,그라인더,보쉬 전동그라인더,없음,1,13025,삼성1동 주민센터 공구대여소,서울특별시 강남구 삼성동 161-2,37.5144372,127.0625398,02-3423-7803,09:00,18:00,2024-11-29 21:08:47,무료,-1,그라인더
1943,2,전동공구,23,그라인더,사포그라인더,없음,1,454,불광1동 공구대여소,서울특별시 은평구 불광동 613-1,37.61036,126.93208,02-351-5033 ,09:00,18:00,2018-01-23 17:33:00,무료,-1,그라인더
697,2,전동공구,23,그라인더,숫돌,1일,2,67,대학동주민센터 생활공구 대여소,서울특별시 관악구 신림로 111,37.470558,126.9347547,02-879-4810,09:00,18:00,2018-01-23 17:33:00,500원,-1,그라인더
462,2,전동공구,23,그라인더,숫돌,1일,1,56,청림동 공구대여소,서울시 관악로40길 39,37.489169,126.9547887,02-879-4326,09:00,18:00,2018-01-23 17:33:00,300원,-1,그라인더
893,2,전동공구,23,그라인더,숯돌,없음,2,105,독산1동 주민센터 공구도서관,서울특별시 금천구 독산동 289-5,37.4702486,126.8970622,02-2104-5552,09:00,18:00,2018-01-23 17:33:00,무료,-1,그라인더
17128,2,전동공구,23,그라인더,앵글 그라인더,없음,1,13009,수서동 주민센터,서울특별시 강남구 수서동 723,37.4867306,127.1053898,02-3423-8581,09:00,18:00,2025-01-08 11:28:39,무료,-1,그라인더
15956,2,전동공구,23,그라인더,앵글 그라인더,없음,1,105,독산1동 주민센터 공구도서관,서울특별시 금천구 독산동 289-5,37.4702486,126.8970622,02-2104-5552,09:00,18:00,2023-08-07 14:43:41,무료,-1,그라인더
1491,2,전동공구,23,그라인더,앵글 그라인더,없음,2,474,평창동 공구대여소,서울특별시 종로구 평창동 186-9,37.60637,126.96841,02-2148-5124,09:00,18:00,2018-01-23 17:33:00,무료,-1,그라인더
13071,2,전동공구,23,그라인더,앵글그라인다,없음,1,13175,군자동 우리마을 공구대여소,서울특별시 광진구 면목로 13,37.5554853,127.0753494,02-450-1875,09:00,18:00,2021-11-29 17:04:28,무료,-1,그라인더
8638,2,전동공구,23,그라인더,앵글그라인다,없음,1,89,우리마을 공구대여소,서울 광진구 군자로 151,37.5551221,127.0736884,02-450-1865,09:00,18:00,2018-02-02 13:30:00,무료,-1,그라인더
16573,2,전동공구,23,그라인더,앵글그라인더,1일,1,13376,방화2동 주민센터 공구대여소,서울특별시 강서구 방화동 850,37.5717834,126.8058069,02-2600-5204,09:00,18:00,2024-05-20 11:38:21,1000원,-1,그라인더
15259,2,전동공구,23,그라인더,앵글글라인더,없음,1,13276,쌍문4동주민센터,서울특별시 도봉구 쌍문동 59-7,37.656482,127.028425,02-2091-5578,09:00,18:00,2023-01-30 14:11:38,무료,-1,그라인더
1186,2,전동공구,23,그라인더,유선 그라인더,없음,2,492,장충동 공구대여소,서울특별시 중구 장충동1가 37-14,37.56191,127.00784,02-3396-8504,09:00,18:00,2018-01-23 17:33:00,무료,-1,그라인더
14062,2,전동공구,23,그라인더,유선 그라인더(100m/4인치),없음,0,500,동화동 공구대여소,서울특별시 중구 신당동 850,37.5600562,127.0194239,02-3396-6864,09:00,18:00,2022-06-22 14:39:40,무료,-1,그라인더
14887,2,전동공구,23,그라인더,유선 디스크 그라인더,없음,1,13021,개포3동 주민센터 공구대여소,서울특별시 강남구 개포동 12-6,37.4920887,127.0737229,02-3423-8455,09:00,18:00,2022-09-20 16:28:06,무료,-1,그라인더
13420,2,전동공구,23,그라인더,유선 디스크 그라인더,없음,2,501,황학동 공구대여소 ,서울특별시 중구 황학동 1010,37.56742,127.02137,02-3396-6909,10:00,17:00,2022-06-14 11:25:11,무료,-1,그라인더
15096,2,전동공구,23,그라인더,유선/전동그라인더,없음,1,379,이태원제1동주민센터 우리동네 공구함,서울특별시 용산구 이태원동 100-3,37.532474,126.9950687,02-2199-8628,09:00,18:00,2022-11-07 14:15:10,무료,-1,그라인더
13520,2,전동공구,23,그라인더,유선그라인더,없음,1,489,회현동 공구대여소,서울특별시 중구 회현동1가 164,37.5572864,126.9793216,02-3396-6534,09:00,18:00,2022-06-14 16:17:43,무료,-1,그라인더
11445,2,전동공구,23,그라인더,유선그라인더,없음,1,13055,남가좌2동주민센터 공구대여소,서울특별시 서대문구 남가좌동 342-7,37.5784651,126.9238892,02-330-8534,09:00,18:00,2020-11-27 10:05:00,무료,-1,그라인더
17150,2,전동공구,23,그라인더,전기 그라인더,없음,1,93,구로3동 공구대여소,서울특별시 구로구 구로동 777-22,37.4873799,126.8903678,02-2620-7407,09:00,18:00,2025-02-04 17:59:24,무료,-1,그라인더
16118,2,전동공구,23,그라인더,전기그라인더,없음,1,160,휘경제2동 공구대여소,서울특별시 동대문구 휘경동 367-1,37.5902093,127.0685788,02-2171-6452,09:00,18:00,2023-12-21 10:20:12,무료,-1,그라인더
14716,2,전동공구,23,그라인더,전기그라인더,없음,1,13041,양천창업지원센터 공구대여소,서울특별시 양천구 신정동 1320-8,37.5130488,126.8340792,02-2604-1471,10:00,22:00,2022-07-20 15:57:11,무료,-1,그라인더
13818,2,전동공구,23,그라인더,전기그라인더,없음,1,13207,신내2동주민센터 생활공구대여소,서울특별시 중랑구 봉화산로 190,37.6061896,127.0942306,0220946626,09:00,18:00,2022-06-20 15:16:45,무료,-1,그라인더
10934,2,전동공구,23,그라인더,전기그라인더,없음,0,476,교남동 공구대여소,서울특별시 종로구 송월길 154,37.57192,126.96196,02-2148-5184,09:00,18:00,2020-11-25 10:49:34,무료,-1,그라인더
13844,2,전동공구,23,그라인더,전기그라인더(절단기),1일,1,253,성수2가3동 공구대여소,서울특별시 성동구 성수동2가 299-240,37.54822,127.05525,02-2286-7483,09:00,17:00,2022-06-20 15:43:07,500원,-1,그라인더
15182,2,전동공구,23,그라인더,전기디스크 그라인더,없음,1,454,불광1동 공구대여소,서울특별시 은평구 불광동 613-1,37.61036,126.93208,02-351-5033 ,09:00,18:00,2022-11-24 16:01:26,무료,-1,그라인더
10901,2,전동공구,23,그라인더,전기디스크그라인더,없음,1,454,불광1동 공구대여소,서울특별시 은평구 불광동 613-1,37.61036,126.93208,02-351-5033 ,09:00,18:00,2020-11-25 10:26:03,무료,-1,그라인더
16264,2,전동공구,23,그라인더,전동 그라인더,없음,1,502,중림동주민센터 공구 및 물품 대여소,서울특별시 중구 만리동2가 273,37.5547875,126.9645476,02-3396-6927,09:00,18:00,2024-04-03 14:44:33,무료,-1,그라인더
15010,2,전동공구,23,그라인더,전동그라인더,없음,1,337,우리동네 공구도서관(신길6동),서울특별시 영등포구 대방천로 167,37.4993832,126.909785,02-2670-1330,09:00,18:00,2022-10-31 16:52:46,무료,302,그라인더
14935,2,전동공구,23,그라인더,전동그라인더,1일,2,13250,한남동주민센터,서울특별시 용산구 한남동 685-43,37.53455,127.0005,02-2199-8667,09:00,18:00,2022-09-28 16:09:34,10000원,-1,그라인더
